player_name,pitch_name,pitch_type_perc,colors,pq
95  -  Tyler Anderson,Fastball,37,#FBB4AE,0.66
96  -  Shohei Ohtani,Sweeper,35,#E5D8BD,0.65
96  -  Shohei Ohtani,Curveball,4,#B3CDE3,0.59
96  -  Shohei Ohtani,Splitter,6,#FFFFCC,0.55
96  -  Shohei Ohtani,Cutter,16,#FDDAEC,0.63
96  -  Shohei Ohtani,Sinker,6,#DECBE4,0.58
96  -  Shohei Ohtani,Fastball,33,#FBB4AE,0.63
97  -  Patrick Sandoval,Sweeper,3,#E5D8BD,0.58
97  -  Patrick Sandoval,Slider,26,#CCEBC5,0.66
97  -  Patrick Sandoval,Curveball,9,#B3CDE3,0.65
97  -  Patrick Sandoval,Changeup,26,#FED9A6,0.57
97  -  Patrick Sandoval,Sinker,11,#DECBE4,0.62
97  -  Patrick Sandoval,Fastball,25,#FBB4AE,0.65
98  -  Ken Waldichuk,Sweeper,27,#E5D8BD,0.61
98  -  Ken Waldichuk,Changeup,17,#FED9A6,0.55
98  -  Ken Waldichuk,Fastball,54,#FBB4AE,0.65
99  -  Framber Valdez,Curveball,24,#B3CDE3,0.62
99  -  Framber Valdez,Changeup,16,#FED9A6,0.56
99  -  Framber Valdez,Cutter,12,#FDDAEC,0.6
99  -  Framber Valdez,Sinker,48,#DECBE4,0.63
